Recipe Name,Cusine,Dish Type,INGREDIENTS,Preparation Time,Cooking Time,Preparation Steps,Cooking Steps,Img URL,Total Time
Pizza (Non-Veg),Italian,Main Course,"PIZZA DOUGH, TOMATO SAUCE, CHEESE, CHICKEN, SAUSAGE, BELL PEPPERS, OLIVES, ONION, OREGANO",20,15,1. Preheat the oven to 220�0.5C. 2. Roll out the pizza dough. 3. Spread tomato sauce over the dough.,"1. Top with cheese, cooked chicken, sausage, bell peppers, olives, onions, and oregano. 2. Bake for 12-15 minutes until the crust is golden and the cheese is bubbly. 3. Serve hot.",https://www.indianhealthyrecipes.com/wp-content/uploads/2015/10/pizza-recipe-1.jpg,35
Pasta (Arrabbiata),Italian,Main Course,"PASTA, TOMATO, GARLIC, OLIVE OIL, RED CHILI FLAKES, BASIL, PARMESAN",15,15,1. Cook pasta according to the package instructions. 2. Blanch tomatoes and peel off the skin.,"1. Heat olive oil, sauté garlic, and red chili flakes. 2. Add the tomatoes and cook for 5 minutes. 3. Add cooked pasta and toss. 4. Garnish with basil and parmesan, and serve.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2Bc9s7f1zQsryU1cCeSncAfJHtBd0Y7Xpbw&s,30
Pasta (Alfredo),Italian,Main Course,"PASTA, BUTTER, GARLIC, CREAM, PARMESAN, SALT, PEPPER",15,15,"1. Cook pasta according to the package instructions. 2. In a pan, melt butter and saute garlic.","1. Add cream, parmesan, salt, and pepper. 2. Cook until the sauce thickens, then toss in the pasta. 3. Serve hot with extra parmesan.",https://www.licious.in/blog/wp-content/uploads/2020/12/Penne-Alfredo.jpg,30
Spaghetti,Italian,Main Course,"SPAGHETTI, TOMATO, GARLIC, OLIVE OIL, BASIL, PARMESAN",15,15,1. Cook spaghetti according to the package instructions. 2. Blanch and peel the tomatoes.,"1. Heat olive oil, sauté garlic, and add chopped tomatoes. 2. Simmer for 5 minutes, then add the cooked spaghetti. 3. Toss and serve with basil and parmesan.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR9Mv1sVQZt7cZD_kfSmODg8VBqVov12redkw&s,30
Veg Burger,American,Main Course,"BURGER BUNS, VEG PATTY, LETTUCE, TOMATO, ONION, CHEESE, KETCHUP, MUSTARD",10,10,"1. Prepare a veg patty using mashed potatoes, vegetables, and spices. 2. Grill the patty until crispy.","1. Toast the burger buns. 2. Assemble the burger with the patty, lettuce, tomato, onion, cheese, ketchup, and mustard. 3. Serve hot.",https://www.vegrecipesofindia.com/wp-content/uploads/2020/12/burger-recipe-1.jpg,20
Chicken Burger,American,Main Course,"BURGER BUNS, CHICKEN PATTY, LETTUCE, TOMATO, ONION, CHEESE, KETCHUP, MAYONNAISE",10,10,1. Grill the chicken patty until cooked. 2. Toast the burger buns.,"1. Assemble the burger with the chicken patty, lettuce, tomato, onion, cheese, ketchup, and mayonnaise. 2. Serve hot.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRnwgvxNWfja4mulSR6q39XisNPTYA_kDdOnQ&s,20
Veg Momos,Indian,Snack,"MOMO WRAPPERS, CABBAGE, CARROT, ONION, GINGER, GARLIC, SOY SAUCE, SALT, OIL",10,20,"1. Finely chop cabbage, carrot, onion, and garlic. 2. Saute the vegetables in oil with ginger, garlic, and soy sauce.",1. Fill the momo wrappers with the filling. 2. Steam the momos for 10-15 minutes. 3. Serve with chutney.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSCRRZOYcodfwoTHCriK920kdfGjqs_DhkZZQ&s,30
Chicken Momos,Indian,Snack,"MOMO WRAPPERS, GROUND CHICKEN, ONION, GARLIC, GINGER, SOY SAUCE, SALT, OIL",10,20,"1. Mix ground chicken with chopped onion, garlic, ginger, and soy sauce. 2. Prepare the momo wrappers.",1. Fill the momo wrappers with the chicken mixture. 2. Steam the momos for 10-15 minutes. 3. Serve with chutney.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSCRRZOYcodfwoTHCriK920kdfGjqs_DhkZZQ&s,30
French Fries,American,Snack,"POTATO, SALT, OIL",10,15,1. Peel and cut potatoes into thin strips. 2. Soak them in water for 15-20 minutes.,1. Heat oil in a pan and fry the potatoes until crispy and golden. 2. Sprinkle with salt and serve.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSoGUYEhU28EuTSoYl1Xm56q64LVajt97CQoQ&s,25
Garlic Bread,Italian,Snack,"BREAD, GARLIC, BUTTER, PARSLEY, CHEESE",5,10,"1. Preheat the oven to 180�0.5C. 2. Mix softened butter, garlic, parsley, and cheese.",1. Spread the garlic butter mixture on the bread slices. 2. Bake for 5-7 minutes until golden and serve.,https://www.allrecipes.com/thmb/ymrjQ3GFq_Fc7Fu2yfvIj108tcM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/21080-great-garlic-bread-DDMFS-4x3-e1c7b5c79fde4d629a9b7bce6c0702ed.jpg,15
Hakka Noodles,Chinese,Main Course,"NOODLES, CABBAGE, CARROT, BELL PEPPERS, SOY SAUCE, VINEGAR, GARLIC, OIL",10,15,1. Cook noodles according to the package instructions. 2. Chop the vegetables into thin strips.,"1. Heat oil in a wok, sauté garlic, and vegetables. 2. Add soy sauce, vinegar, and cooked noodles. 3. Stir-fry for 2-3 minutes and serve hot.",https://thechutneylife.com/wp-content/uploads/2017/09/hakka2.jpeg,25
Veg Manchurian,Chinese,Main Course,"CABBAGE, CARROT, CORN FLOUR, SOY SAUCE, GINGER, GARLIC, SPRING ONION, OIL",10,15,"1. Grate cabbage and carrot. 2. Mix them with corn flour, soy sauce, and spices to form a dough.","1. Shape into small balls and deep fry until golden. 2. Heat oil in a pan, sauté ginger and garlic, and add the fried balls. 3. Toss in the sauce, and serve hot.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxR1_LCBWnDJECZq7-d0Cr2JNY3Sm-Ga7BFA&s,25
Chilli Paneer,Chinese,Main Course,"PANEER, BELL PEPPERS, ONION, SOY SAUCE, CORN FLOUR, GREEN CHILIES, GARLIC, GINGER, OIL",10,15,1. Cut paneer into cubes and coat with corn flour. 2. Chop vegetables and garlic.,"1. Fry the paneer cubes until crispy. 2. Heat oil in a pan, sauté garlic, ginger, and vegetables. 3. Add soy sauce and toss the fried paneer. 4. Serve hot.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQeNJVW8TceaTMG3heNmii66Fs6pQ7Veltqfw&s,25
Chilli Chicken,Chinese,Main Course,"CHICKEN, BELL PEPPERS, ONION, SOY SAUCE, CORN FLOUR, GREEN CHILIES, GARLIC, GINGER, OIL",10,15,"1. Marinate chicken with soy sauce, corn flour, and spices. 2. Chop vegetables.","1. Fry the chicken until crispy. 2. Heat oil, sauté garlic, ginger, and vegetables. 3. Add soy sauce and toss the chicken. 4. Serve hot.",https://www.indianhealthyrecipes.com/wp-content/uploads/2018/07/chilli-chicken-recipe-500x500.jpg,25
Sushi,Japanese,Main Course,"SUSHI RICE, NORI SHEETS, FISH, CUCUMBER, AVOCADO, SOY SAUCE, VINEGAR",15,20,"1. Cook sushi rice and mix with vinegar. 2. Slice fish, cucumber, and avocado into thin strips.","1. Place nori sheets on a mat, spread rice, and add fish, cucumber, and avocado. 2. Roll tightly and cut into pieces. 3. Serve with soy sauce.",https://www.allrecipes.com/thmb/XT7-9MROYJZvNyQR4J40HGOVDmQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/19511smoked-salmon-sushi-rollfabeveryday4x3-159a22b4d3ac49fe9a146db94b53c930.jpg,35
Aloo Palak,Indian,Vegetable Dish,"POTATO, SPINACH, ONION, TOMATO, GREEN CHILIES, GINGER, GARLIC, CUMIN, TURMERIC, RED CHILI POWDER, GARAM MASALA, SALT,CORIANDER",15,25,Peel and cube potatoes. Wash and chop spinach.,"1. Heat oil in a pan, sauté cumin seeds, and add chopped onions, ginger, garlic, and green chilies. 2. Add chopped tomatoes and cook until soft. 3. Add turmeric, red chili powder, garam masala, and salt. Stir well. 4. Add potatoes and cook for 5 minutes. 5. Add spinach and cook until tender. 6. Garnish with fresh coriander.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSIzcEtujPjvltW1syLmOLH-97nTx0sbDxXkw&s,40
Matar Mushroom,Indian,Vegetable Dish,"GREEN PEAS, MUSHROOMS, ONION, TOMATO, GREEN CHILIES, GINGER, GARLIC, CUMIN, TURMERIC, RED CHILI POWDER, GARAM MASALA, SALT,CORIANDER",10,20,Chop mushrooms and onions. Keep peas ready.,"1. Heat oil in a pan, sauté cumin seeds, and add chopped onions, ginger, garlic, and green chilies. 2. Add chopped tomatoes and cook until soft. 3. Add turmeric, red chili powder, garam masala, and salt. Stir well. 4. Add mushrooms and cook until soft. 5. Add peas, mix well, and cook for another 5 minutes. 6. Garnish with fresh coriander.",https://www.indianhealthyrecipes.com/wp-content/uploads/2018/08/matar-mushroom.jpg,30
Paneer Tikka Masala,Indian,Vegetable Dish,"PANEER, ONION, TOMATO, YOGURT, GREEN CHILIES, GINGER, GARLIC, CUMIN, CORIANDER, TURMERIC, RED CHILI POWDER, GARAM MASALA, SALT,CORIANDER",15,30,"Cut paneer into cubes. Prepare marinade using yogurt, spices, and a little salt. Marinate paneer for 15 minutes.","1. Heat oil in a pan, sauté cumin seeds, and add chopped onions, ginger, garlic, and green chilies. 2. Add chopped tomatoes and cook until soft. 3. Add turmeric, red chili powder, coriander, garam masala, and salt. Mix well. 4. Add marinated paneer cubes and cook for 5-7 minutes. 5. Garnish with fresh coriander.",https://www.cookwithmanali.com/wp-content/uploads/2014/04/Paneer-Tikka-Masala.jpg,45
Bharwa Baingan (Stuffed Eggplant),Indian,Vegetable Dish,"SMALL EGGPLANTS, ONION, TOMATO, GARLIC, GINGER, GREEN CHILIES, CUMIN, TURMERIC, RED CHILI POWDER, CORIANDER POWDER, GARAM MASALA, SALT,CORIANDER, OIL",20,30,"Slit the eggplants lengthwise, keeping the stems intact. Prepare the stuffing by mixing chopped onions, tomatoes, garlic, ginger, green chilies, and spices.","1. Heat oil in a pan, sauté cumin seeds, and add the stuffing mixture. Stir and cook for 5 minutes. 2. Stuff the eggplants with the prepared mixture. 3. Heat oil in a pan, and cook stuffed eggplants on low heat, turning occasionally until they become tender and the stuffing is cooked. 4. Garnish with fresh coriander.",https://www.indianhealthyrecipes.com/wp-content/uploads/2024/05/bharwa-baingan-recipe.jpg,50
Dahi Wale Aloo,Indian,Vegetable Dish,"POTATO, YOGURT, ONION, GREEN CHILIES, GINGER, GARLIC, CUMIN, TURMERIC, RED CHILI POWDER, GARAM MASALA, SALT,CORIANDER",12,20,Peel and cube potatoes.,"1. Heat oil in a pan, sauté cumin seeds, and add chopped onions, ginger, garlic, and green chilies. 2. Add turmeric, red chili powder, garam masala, and salt. Mix well. 3. Add cubed potatoes and cook for 10 minutes. 4. Add beaten yogurt and cook for another 5 minutes. 5. Garnish with fresh coriander.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTCT-tPIWtGqVqQifVORcUaJl7UdGZwiW0PCw&s,32
Tinda Masala,Indian,Vegetable Dish,"TINDA, ONION, TOMATO, GREEN CHILIES, GINGER, GARLIC, TURMERIC, RED CHILI POWDER, GARAM MASALA, SALT, CORIANDER",10,25,Peel and cut tinda into small pieces.,"1. Heat oil in a pan, add cumin seeds and sauté until they splutter. 2. Add chopped onions, ginger, garlic, and green chilies. Sauté until onions turn golden. 3. Add chopped tomatoes and cook until they soften. 4. Add turmeric, red chili powder, garam masala, and salt. Stir well. 5. Add tinda and cook on medium heat until they are soft and tender, stirring occasionally. 6. Garnish with fresh coriander.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7tnCEKMfBG3q9EATiJY7DvnYa0p-l5-jUnA&s,35
Aloo Capsicum,Indian,Vegetable Dish,"POTATO, BELL PEPPERS, ONION, GREEN CHILIES, GINGER, GARLIC, CUMIN, TURMERIC, RED CHILI POWDER, GARAM MASALA, SALT, CORIANDER",12,20,Peel and cube the potatoes. Cut capsicum into small pieces.,"1. Heat oil in a pan, add cumin seeds and sauté. 2. Add chopped onions, ginger, garlic, and green chilies. Sauté until onions turn golden. 3. Add turmeric, red chili powder, garam masala, and salt. Mix well. 4. Add cubed potatoes and sauté for 5-7 minutes. 5. Add chopped capsicum and cook for another 5 minutes until both vegetables are tender. 6. Garnish with fresh coriander.",https://www.whiskaffair.com/wp-content/uploads/2021/05/Dry-Aloo-Capsicum-2-3.jpg,32
Bhindi Fry,Indian,Vegetable Dish,"BHINDI, ONION, TOMATO, GREEN CHILIES, CUMIN, TURMERIC, RED CHILI POWDER, SALT, CORIANDER",10,15,Wash and cut okra into small pieces.,"1. Heat oil in a pan and sauté cumin seeds until fragrant. 2. Add chopped onions, green chilies, and ginger. Sauté until onions turn golden. 3. Add chopped tomatoes and cook until they soften. 4. Add turmeric, red chili powder, and salt. Mix well. 5. Add okra and cook on medium heat until they are crisp and tender, stirring occasionally. 6. Garnish with fresh coriander.",https://www.indianhealthyrecipes.com/wp-content/uploads/2018/07/bhindi-fry-500x500.jpg,25
Chana Masala,Indian,Legume Dish,"CHICKPEAS, ONION, TOMATO, GREEN CHILIES, GINGER, GARLIC, CUMIN, TURMERIC, RED CHILI POWDER, CORIANDER, GARAM MASALA, SALT, CORIANDER",15,30,Soak chickpeas overnight and cook them in a pressure cooker until tender.,"1. Heat oil in a pan, add cumin seeds and sauté. 2. Add chopped onions, ginger, garlic, and green chilies. Sauté until onions turn golden. 3. Add chopped tomatoes and cook until they soften. 4. Add turmeric, red chili powder, coriander, and garam masala. Mix well. 5. Add cooked chickpeas, salt, and a little water to make the gravy. Simmer for 10 minutes. 6. Garnish with fresh coriander.",https://www.indianhealthyrecipes.com/wp-content/uploads/2021/08/chana-masala-recipe.jpg,45
Kadhi Pakora,Indian,Main Course,"GRAM FLOUR, YOGURT, ONION, GINGER, GARLIC, CUMIN, TURMERIC, RED CHILI POWDER, SALT, GARAM MASALA, CORIANDER, OIL",20,25,"Make pakoras by mixing gram flour, water, salt, turmeric, red chili powder, and chopped onions. Shape into small balls and fry until golden.","1. Heat oil in a pan and add cumin seeds. Once they splutter, add ginger, garlic, and sauté. 2. Add yogurt, turmeric, red chili powder, and salt. Mix well. 3. Add water and bring it to a boil. Simmer for 10 minutes. 4. Add the fried pakoras and cook for another 5 minutes. 5. Garnish with fresh coriander.",https://www.indianhealthyrecipes.com/wp-content/uploads/2023/03/kadhi-recipe-kadhi-pakora.jpg,45
Gujarati Undhiyu,Indian,Vegetable Dish,"SWEET POTATO, POTATO, YAM, GREEN BEANS, EGGPLANT, FENUGREEK LEAVES, GREEN CHILIES, GINGER, GARLIC, CUMIN, MUSTARD SEEDS, TURMERIC, RED CHILI POWDER, GARAM MASALA, CORIANDER POWDER, ASAFOETIDA, CORIANDER",15,40,Cut all vegetables into cubes.,"1. Heat oil in a pan and sauté mustard seeds, cumin seeds, and asafoetida. 2. Add ginger, garlic, and green chilies. Sauté for a minute. 3. Add chopped vegetables and sauté for 5 minutes. 4. Add spices (turmeric, red chili powder, garam masala, coriander powder, salt). Stir well. 5. Add water, cover, and cook on low heat until vegetables are tender. 6. Garnish with fresh coriander.",https://cdn3.foodviva.com/static-content/food-images/gujarati-recipes/undhiyu/undhiyu.jpg,55
Pavakkai Poriyal (Bitter Gourd Fry),Indian,Vegetable Dish,"BITTER GOURD, ONION, TOMATO, GREEN CHILIES, TURMERIC, RED CHILI POWDER, SALT, CORIANDER",10,20,Wash and slice bitter gourd. Sprinkle salt on it and set aside for 15 minutes to reduce bitterness.,"1. Heat oil in a pan and sauté chopped onions, green chilies, and ginger. 2. Add chopped tomatoes and cook until soft. 3. Add turmeric, red chili powder, and salt. Mix well. 4. Add bitter gourd slices and cook on low heat until tender. 5. Garnish with fresh coriander.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSvdpiC8NOROrFduOaw-S9BjZFob-0TjOrGQg&s,30
Vegetable Stew (Kerala Style),Indian,Vegetable Dish,"CARROT, POTATO, BEANS, PEAS, CAULIFLOWER, COCONUT MILK, GINGER, GREEN CHILIES, CUMIN, MUSTARD SEEDS, TURMERIC, SALT, FRESH CURRY LEAVES, COCONUT OIL",15,30,Cut vegetables into small cubes.,"1. Heat coconut oil in a pan, add mustard seeds, cumin seeds, and curry leaves. Sauté for a minute. 2. Add chopped ginger and green chilies. Sauté for another minute. 3. Add vegetables and sauté for 2 minutes. 4. Add water and bring to a boil. Cook until vegetables are tender. 5. Add coconut milk and salt, and cook for another 5 minutes. 6. Garnish with curry leaves and serve with appam or rice.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTrR60aX_BG21W3euQSoYh4YrQpJX38JDcQdw&s,45
Soya Chunk Curry,Indian,Vegetable Dish,"SOYA CHUNKS, ONION, TOMATO, GREEN CHILIES, GINGER, GARLIC, CUMIN, TURMERIC, RED CHILI POWDER, GARAM MASALA, SALT, CORIANDER",10,25,"Soak soya chunks in hot water for 15 minutes, then drain.","1. Heat oil in a pan, sauté cumin seeds, and add chopped onions, ginger, garlic, and green chilies. 2. Add chopped tomatoes and cook until soft. 3. Add turmeric, red chili powder, garam masala, and salt. 4. Add soya chunks and mix well. 5. Add water, cover, and cook on low heat for 10-15 minutes. 6. Garnish with fresh coriander.",https://www.indianhealthyrecipes.com/wp-content/uploads/2021/05/soya-chunks-curry-recipe.jpg,35
Baingan Aloo (Eggplant and Potato Curry),Indian,Vegetable Dish,"EGGPLANT, POTATO, ONION, TOMATO, GREEN CHILIES, GINGER, GARLIC, CUMIN, TURMERIC, RED CHILI POWDER, GARAM MASALA, SALT, CORIANDER",15,30,Peel and cube potatoes. Cut eggplant into chunks.,"1. Heat oil in a pan, sauté cumin seeds and add chopped onions, ginger, garlic, and green chilies. 2. Add chopped tomatoes and cook until they soften. 3. Add turmeric, red chili powder, garam masala, and salt. Mix well. 4. Add potatoes and eggplant, sauté for 5 minutes. 5. Add water, cover, and cook until the vegetables are tender. 6. Garnish with fresh coriander.",https://www.indianhealthyrecipes.com/wp-content/uploads/2021/07/aloo-baingan-recipe.jpg,45
Sabudana Khichdi,Indian,Main Course,"SABUDANA, POTATO, GREEN CHILIES, CUMIN, PEANUTS, LEMON, CORIANDER, SALT",10,15,Soak sabudana in water for 4-6 hours. Peel and chop potatoes into small cubes. Dry roast peanuts and crush them into small pieces.,"1. Heat oil in a pan, add cumin seeds, and let them splutter. 2. Add chopped green chilies and sauté for 1-2 minutes. 3. Add chopped potatoes and cook for 5 minutes until they become soft. 4. Add soaked sabudana and groundnuts, stir well, and cook for 5-7 minutes. 5. Season with salt and cook until the sabudana turns translucent. 6. Garnish with fresh coriander leaves and squeeze lemon juice over the khichdi. Serve hot.",https://www.indianhealthyrecipes.com/wp-content/uploads/2021/06/sabudana-khichdi-recipe.jpg,25
Ragi Dosa,Indian,Breakfast,"RAGI FLOUR, RICE FLOUR, WATER, SALT, OIL",10,20,"Prepare the batter by mixing ragi flour, rice flour, salt, and water until a smooth batter forms.",1. Heat a non-stick pan or griddle and pour a ladle of batter onto it. 2. Spread the batter evenly in a circular motion to form a thin dosa. 3. Drizzle oil around the edges of the dosa and cook for 2-3 minutes until the bottom turns golden brown. 4. Flip the dosa and cook the other side for 1-2 minutes. 5. Serve hot with chutney or sambar.,https://myfoodstory.com/wp-content/uploads/2024/04/Instant-Ragi-Dosa-3-500x500.jpg,30
Appam,Indian,Breakfast,"RICE FLOUR, COCONUT MILK, YEAST, SUGAR, SALT, WATER",15,30,"Prepare the batter by mixing rice flour, coconut milk, sugar, and yeast. Let the batter rest for 4-6 hours to ferment.",1. Heat an appam pan and pour a ladle of the batter in the center. 2. Swirl the pan to spread the batter thinly around the edges. 3. Cover and cook for 2-3 minutes until the center of the appam is soft and spongy. 4. Remove from the pan and serve hot with vegetable stew or curry.,https://www.vegrecipesofindia.com/wp-content/uploads/2021/08/appam-1-500x500.jpg,45
Puttu,Indian,Breakfast,"RICE FLOUR, GRATED COCONUT, SALT, WATER",15,25,"Mix rice flour, grated coconut, and salt in a bowl. Gradually add water to form a dough.","1. Fill a puttu maker with layers of dough and grated coconut. 2. Steam the dough in the puttu maker for 10-12 minutes until it cooks through. 3. Serve the steamed puttu hot with banana, sugar, or curry.",https://lh3.googleusercontent.com/blogger_img_proxy/AEn0k_tZIfO20I0kLkl2_1CRlwZfvq92gO9agQ_leTe-SiXD45_sWcn1t1KqiCTF8i0b9r4BgpZhIg1dUXHZLZ-A4IM2-mlaESbmY4m_Dp_AHxm2FTtOztKJyyOGMB9GNkS0BtI3cw=w1200-h630-p-k-no-nu,40
Idiyappam,Indian,Breakfast,"RICE FLOUR,WATER, SALT, COCONUT MILK",10,20,"Prepare the dough by mixing rice flour, salt, and hot water. Knead into a smooth dough. Press the dough into idiyappam maker.",1. Fill the idiyappam maker with the dough and press it onto a steaming tray. 2. Steam for 8-10 minutes until the idiyappams are cooked through. 3. Serve with coconut milk or curry.,https://rakskitchen.net/wp-content/uploads/2021/09/idiyappam-nool-puttu.jpg,30
Chana Dal Pancakes,Indian,Breakfast,"CHANA DAL, ONION, GREEN CHILIES, GINGER, CUMIN, TURMERIC, SALT, CORIANDER",15,20,"Soak chana dal for 2 hours. Drain and grind into a coarse paste with green chilies, ginger, and spices.","1. Heat oil in a pan, add cumin seeds, and sauté them until they splutter. 2. Add chopped onions and sauté until they soften. 3. Add the chana dal paste along with turmeric, salt, and cook for 5 minutes. 4. Once the mixture thickens, pour it onto a hot griddle and spread it to form pancakes. 5. Cook both sides until golden brown. 6. Garnish with fresh coriander and serve with chutney.",https://cdn.tarladalal.com/members/9306/big/big_chana_dal_pancakes-8656.jpg,35
Rava Upma,Indian,Breakfast,"SEMOLINA, ONION, TOMATO, GREEN CHILIES, GINGER, MUSTARD SEEDS, URAD DAL, CHANA DAL, CURRY LEAVES, SALT, CORIANDER",10,15,Roast rava in a pan until golden brown. Chop onions and tomatoes into small pieces.,"1. Heat oil in a pan, add mustard seeds and let them splutter. 2. Add urad dal, chana dal, green chilies, and sauté for 1-2 minutes. 3. Add chopped onions and tomatoes, cook until soft. 4. Add water and salt, bring to a boil. 5. Add roasted rava, mix well, and cook until the water is absorbed and the upma thickens. 6. Garnish with fresh coriander and serve hot.",https://rakskitchen.net/wp-content/uploads/2013/02/upma-recipe-feat.jpg,25
Misal Pav,Indian,Breakfast,"SPROUTED MOONG, POTATO, ONION, TOMATO, GREEN CHILIES, GINGER, GARLIC, CUMIN, CORIANDER, TURMERIC, GARAM MASALA, RED CHILI POWDER, SALT, PAV, LEMON, CORIANDER",20,30,Soak and sprout moong beans for 2 days. Boil potatoes and chop them into small cubes.,"1. Heat oil in a pan, sauté cumin seeds, chopped ginger, garlic, onions, and green chilies until golden brown. 2. Add chopped tomatoes, cook until soft. 3. Add spices like turmeric, red chili powder, garam masala, and salt, and cook for 5 minutes. 4. Add sprouted moong, boiled potatoes, and water. Let it cook for 10 minutes to bring the flavors together. 5. Serve with pav, garnished with lemon juice and fresh coriander.",https://www.ohmyveg.co.uk/wp-content/uploads/2023/12/Misal-Pav-2-2-e1722869218662-540x720.jpg,50
Masala Oats,Indian,Breakfast,"OATS, ONION, TOMATO, GREEN CHILIES, CUMIN, TURMERIC, RED CHILI POWDER, GARAM MASALA, SALT, CORIANDER",10,15,"Chop onions, tomatoes, and green chilies.","1. Heat oil in a pan, sauté cumin seeds, green chilies, onions, and tomatoes for 2-3 minutes. 2. Add spices like turmeric, red chili powder, garam masala, and salt, and cook for 3-4 minutes. 3. Add oats, water, and salt, cook for 5-7 minutes until oats are cooked. 4. Garnish with fresh coriander leaves and serve hot.",https://www.indianhealthyrecipes.com/wp-content/uploads/2023/06/masala-oats-recipe.jpg,25
Bombay Sandwich,Indian,Snack,"BREAD, POTATO, CUCUMBER, TOMATO, ONION, GREEN CHILIES, CORIANDER CHUTNEY, SALT, PEPPER, LEMON",15,10,"Boil and mash potatoes. Slice cucumbers, tomatoes, onions, and green chilies.","1. Apply coriander chutney on one side of the bread slices. 2. Layer mashed potatoes, cucumber, tomato, onion, and green chilies on one slice. 3. Sprinkle salt, pepper, and squeeze lemon juice on top. 4. Place another bread slice on top and toast if desired.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSXvYtWG6QyXsDMoonvrMFDLXMMd1sI2iw18A&s,25
Masala Papad,Indian,Side Dish,"PAPAD, ONION, TOMATO, GREEN CHILIES, CORIANDER, CHAAT MASALA, LEMON",10,5,"Chop onions, tomatoes, green chilies, and coriander. Prepare chaat masala mix.","1. Roast or fry the papad until crisp. 2. Top with chopped onions, tomatoes, green chilies, coriander, chaat masala, and a squeeze of lemon juice. 3. Serve immediately as a crunchy snack or appetizer.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTeLow68XMeCXcb79OmEKBrTxUnF8fMdiVxVA&s,15
Dhokla (Khaman),Indian,Snack,"GRAM FLOUR, YOGURT, GREEN CHILIES, GINGER, MUSTARD SEEDS, CURRY LEAVES, SUGAR, LEMON, CORIANDER",20,20,"Prepare the batter by mixing gram flour, yogurt, water, green chilies, ginger, and salt until smooth.","1. Steam the batter in a steamer for 15-20 minutes until cooked through. 2. Heat oil in a pan, sauté mustard seeds and curry leaves. 3. Pour the tempering over the steamed dhokla. 4. Garnish with fresh coriander and serve with chutney.",https://rakskitchen.net/wp-content/uploads/2011/09/khaman-besan.jpg,40
Khandvi,Indian,Snack,"GRAM FLOUR, YOGURT, GINGER, GREEN CHILIES, TURMERIC, CUMIN, MUSTARD SEEDS, CURRY LEAVES, SALT, CORIANDER",15,20,"Prepare a smooth batter by mixing gram flour, yogurt, water, and salt.","1. Cook the batter in a pan over low heat until it thickens and starts to leave the sides of the pan. 2. Spread the thick batter on a flat surface and let it cool. 3. Once cool, roll the batter into tight cylindrical shapes. 4. Heat oil in a pan, sauté mustard seeds, cumin seeds, and curry leaves, and pour the tempering over the khandvi rolls. 5. Garnish with fresh coriander and serve with chutney.",https://rakskitchen.net/wp-content/uploads/2013/11/10921796334_c5b1f9fcda_z.jpg,35
Veg Spring Rolls,Chinese,Snack,"SPRING ROLL WRAPPERS, CABBAGE, CARROT, BEANS, ONION, GARLIC, SOY SAUCE, SALT, PEPPER, OIL",20,20,"Finely chop cabbage, carrots, beans, and onions. Prepare a stir-fry mixture with garlic and soy sauce.","1. Heat oil in a pan and sauté garlic and onions. 2. Add the vegetables and cook until soft. 3. Add soy sauce, salt, and pepper, and cook for a few more minutes. 4. Let the mixture cool. 5. Place a spoonful of the filling in a spring roll wrapper and roll it tightly. 6. Fry the spring rolls in hot oil until golden and crispy. 7. Serve hot with dipping sauce.",https://www.indianhealthyrecipes.com/wp-content/uploads/2013/12/spring-rolls.jpg,40
Aloo Patties,Indian,Snack,"POTATO, BREAD CRUMBS, ONION, GREEN CHILIES, GINGER, GARAM MASALA, CORIANDER, SALT, OIL",15,15,"Boil and mash potatoes. Finely chop onions, green chilies, and coriander.","1. In a bowl, mix mashed potatoes with onions, green chilies, ginger, garam masala, salt, and bread crumbs. 2. Shape the mixture into small patties. 3. Heat oil in a pan and fry the patties until golden brown on both sides. 4. Serve hot with chutney or ketchup.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmagD2C-7uMtuJGqz6Ec2X5z5XGYSckEgxgw&s,30
